item promotion name,items viewed in promotion,items clicked in promotion,item promotion click through rate,items added to cart,items checked out,items purchased,item revenue,clicks,impressions,ctr,position,errors
(not set),0,0,0,85,165,4,836.2,0,0,0,0,
