transaction id,ecommerce purchases,purchase revenue,clicks,impressions,ctr,position,errors
334782793,1,199.0,0,0,0,0,
334782794,1,99.0,0,0,0,0,
334782795,1,239.2,0,0,0,0,
334782796,1,299.0,0,0,0,0,
