Date,Clicks,Impressions,CTR,Position
2026-01-04,70,6397,0.010942629357511334,21.692043145224325
2026-01-05,85,7584,0.011207805907172996,20.871571729957807
2026-01-06,88,6926,0.012705746462604677,16.65578977764944
2026-01-07,66,9006,0.0073284477015323115,24.976127026426827
2026-01-08,118,9507,0.012411907015883034,31.142105816766595
2026-01-09,68,9583,0.007095898987790879,23.559636856934155
